1000
120	30	4074.24	1270.6	1856.07	2718.93	3157.51
130	30	4193.87	1309.78	1909.21	2802.46	3249.81
140	30	4308.45	1347.42	1960.12	2884.28	3338.12
150	30	4436.25	1390.25	2017.59	2985.73	3436.18
160	30	4553.21	1428.76	2069.42	3070.35	3525.94
170	30	4571.72	1431.97	2076.14	3056.04	3544.19
180	30	4579.11	1432.96	2081.37	3036.74	3555.41
190	30	4696.73	1471.53	2132.99	3121.6	3645.26
200	30	4814.13	1510.3	2184.79	3211.14	3735.05
210	30	4935.88	1550.03	2237.7	3298.33	3827.61
220	30	5062.6	1591.1	2292.33	3387.28	3923.83
230	30	5234.12	1645.94	2365.76	3504.26	4054.71
240	30	5383.3	1693.45	2429.67	3605.11	4169.25
250	30	5554.08	1746.57	2502.45	3708.83	4302.6
260	30	5597.94	1760.35	2520.87	3738.34	4336.15
270	30	5569.28	1750.65	2507.91	3716.68	4314.3
280	30	5464.85	1717.33	2463.39	3649.28	4235.26
290	30	5320.47	1670.64	2400.56	3548.39	4124.36
300	30	5075.1	1592.75	2293.7	3388.14	3932.17
310	30	4838.01	1516.65	2190.96	3227.95	3749.64
320	30	4570.32	1431.63	2076.1	3056.01	3544.12
330	30	4385.48	1371.4	1995.46	2924.21	3402.96
340	30	4213.15	1315.11	1920.1	2801.12	3271.41
350	30	4076	1270.56	1860.34	2708.32	3166.68
360	30	3941.9	1226.87	1801.35	2615.74	3063.65
370	30	4063.34	1266.9	1850.71	2710.04	3148.78
380	30	3970.68	1238.38	1810.87	2668.82	3075.78
390	30	3856.69	1200.96	1759.85	2587.42	2987.39
400	30	3813.48	1186.13	1739.42	2544.77	2952.36
410	30	3694.49	1147.14	1685.74	2459.56	2859.43
420	30	3563.97	1104.76	1627.02	2370.25	2757.29
430	30	3488.15	1079.81	1591.18	2311.38	2695.2
440	30	3413.26	1055.24	1555.71	2253.53	2633.68
450	30	3342.24	1032.23	1522.05	2202.07	2574.87
460	30	3267.66	1007.79	1486.8	2145.17	2513.68
470	30	3196.25	984.493	1453.05	2091.92	2454.87
480	30	3129.69	962.94	1421.6	2044.23	2399.71
490	30	3069.47	943.663	1393.14	2003.7	2349.32
500	30	3151.5	966.742	1428.09	2028.3	2417.31
10	40	2999.88	921.634	1367.12	1967.62	2305.36
20	40	3076.94	946.661	1403.3	2022.87	2368.54
30	40	3136.87	966.007	1432.65	2066.88	2420.06
40	40	3236.17	997.825	1477.8	2133.12	2499.14
50	40	3342.84	1032.34	1526.19	2207.28	2583.35
60	40	3460.02	1070.74	1579.31	2292.93	2675.01
70	40	3574.23	1108.11	1630.95	2375.66	2764.29
80	40	3687.68	1145.25	1682.15	2457.58	2852.85
90	40	3808.2	1184.8	1736.6	2544.59	2946.95
100	40	3885.68	1209.74	1771.61	2594.41	3008.94
110	40	3985.84	1242.12	1816.44	2660.99	3087.58
120	40	4070.26	1269.33	1854.46	2716.8	3154.7
130	40	4189.02	1308.25	1907.01	2800.49	3245.88
140	40	4315.19	1349.74	1963.08	2889.38	3342.93
150	40	4440.71	1391.9	2019.6	2989.97	3439.27
160	40	4560.36	1429.63	2070.83	3055.26	3530.76
170	40	4571.78	1432	2076.19	3056.17	3544.25
180	40	4595.34	1439.33	2089.46	3060.55	3567.74
190	40	4694.37	1470.68	2131.89	3119.68	3643.47
200	40	4808.62	1508.51	2182.57	3207.23	3731.12
210	40	4942.97	1552.42	2240.85	3303.97	3833.02
220	40	5065.83	1592.12	2293.65	3388.78	3926.14
230	40	5216.52	1640.99	2358.54	3498.94	4040.32
240	40	5359.67	1686.79	2420	3597.89	4150.05
250	40	5575.23	1753.08	2511.01	3719.84	4318.15
260	40	5608.9	1763.23	2524.72	3740.16	4344
270	40	5586.04	1755.6	2514.44	3723.8	4326.53
280	40	5498.54	1727.2	2476.32	3662.7	4259.57
290	40	5322.69	1671.32	2401.56	3549.81	4126.22
300	40	5063.39	1589.66	2289.29	3385.52	3923.06
310	40	4831.84	1515	2188.6	3226.39	3744.8
320	40	4568.16	1430.99	2075.32	3055.12	3542.67
330	40	4389.36	1372.7	1997.27	2927.36	3406.07
340	40	4207.94	1313.52	1918.16	2798.8	3267.91
350	40	4078.69	1271.53	1861.72	2711.6	3168.98
360	40	3943.26	1227.41	1802.21	2618.35	3065.05
370	40	4052.73	1263.5	1846.25	2703.58	3140.92
380	40	3949.89	1231.47	1801.87	2654.19	3060.64
390	40	3830.86	1192.41	1748.76	2569.86	2968.68
400	40	3822.6	1189.14	1743.58	2551	2959.4
410	40	3701.31	1149.35	1688.92	2463.9	2864.89
420	40	3554.84	1101.94	1623.45	2366.11	2750.95
430	40	3473.59	1075.22	1585.3	2303.56	2684.9
440	40	3393.43	1048.93	1547.57	2242.21	2619.51
450	40	3320.88	1025.58	1513.25	2190.81	2559.39
460	40	3241.66	999.649	1476.01	2131	2494.76
470	40	3165.94	974.976	1440.41	2075.12	2432.73
480	40	3095.48	952.195	1407.28	2025.18	2374.62
490	40	3031.86	931.868	1377.36	1982.85	2321.61
500	40	3108.26	953.518	1409.65	2006.82	2383.99
10	50	3006.96	923.742	1369.84	1970.35	2310.26
20	50	3086.89	949.656	1407.18	2027.05	2375.5
30	50	3137.43	966.187	1432.97	2067.51	2420.57
40	50	3237.12	998.135	1478.3	2134.09	2499.94
50	50	3344.11	1032.76	1526.84	2208.54	2584.38
60	50	3460.05	1070.7	1579.35	2292.74	2675.09
70	50	3574.27	1108.07	1631	2375.47	2764.38
80	50	3687.73	1145.22	1682.2	2457.43	2852.95
90	50	3802.87	1182.59	1733.98	2534.72	2943.26
100	50	3899.39	1213.98	1777.46	2601.09	3019.24
110	50	3984.82	1241.72	1816.01	2659.75	3086.91
120	50	4068.37	1268.73	1853.72	2715.81	3153.41
130	50	4189.87	1308.53	1907.37	2800.97	3246.5
140	50	4320.17	1351.46	1965.23	2893.23	3346.44
150	50	4439.1	1390.61	2017.9	2978.5	3437.63
160	50	4561.36	1429.81	2070.96	3054.08	3531.18
170	50	4571.9	1432.05	2076.27	3056.32	3544.39
180	50	4598.68	1440.55	2090.97	3064.58	3570.19
190	50	4681.19	1466.79	2127.13	3116.12	3634.47
200	50	4804.82	1507.26	2181.04	3204.6	3728.44
210	50	4942.93	1552.43	2240.86	3304.09	3832.99
220	50	5067.37	1592.6	2294.26	3389.48	3927.22
230	50	5203.3	1637.24	2353.24	3494.69	4029.91
240	50	5379.01	1693.63	2429.39	3612.2	4165.88
250	50	5494.39	1730.26	2478.68	3689.92	4254.55
260	50	5617.46	1765.78	2528.13	3743.93	4350.35
270	50	5594.53	1758.13	2517.83	3727.56	4332.85
280	50	5506.43	1729.55	2479.46	3666.17	4265.44
290	50	5242.84	1648.79	2368.91	3519.89	4061.8
300	50	5051.45	1586.42	2284.81	3382.3	3914.04
310	50	4825.11	1513.16	2186.05	3224.43	3739.69
320	50	4567.77	1430.88	2075.19	3054.97	3542.42
330	50	4391.37	1373.36	1998.16	2928.92	3407.64
340	50	4267.27	1333.05	1945.1	2845.86	3314.98
350	50	4139.1	1291.29	1889.42	2758.08	3217.9
360	50	3948.44	1229.18	1804.6	2623.4	3069.15
370	50	4043.23	1260.46	1842.29	2697.88	3133.95
380	50	3930.51	1225.01	1793.53	2640.45	3046.67
390	50	3832.88	1191.51	1747.96	2551.95	2969.85
400	50	3729.87	1157.9	1701.86	2480.18	2889.59
410	50	3707.22	1151.26	1691.65	2467.65	2869.57
420	50	3546.89	1099.49	1620.36	2362.52	2745.46
430	50	3460.38	1071.05	1579.98	2296.46	2675.59
440	50	3375.1	1043.1	1540.08	2231.75	2606.48
450	50	3293.04	1016.36	1501.58	2170.66	2539.59
460	50	3217.11	991.957	1465.88	2117.68	2477.01
470	50	3137.22	965.96	1428.5	2059.31	2411.89
480	50	3062.99	941.997	1393.76	2007.24	2350.95
490	50	2996.09	920.656	1362.44	1963.22	2295.44
500	50	2937.91	902.419	1335.18	1928.51	2246.43
10	60	3011.38	925.064	1371.49	1972.08	2313.22
20	60	3093.93	951.789	1409.9	2030.05	2380.35
30	60	3138.51	966.54	1433.46	2068.39	2421.37
40	60	3238.4	998.562	1478.9	2135.22	2500.91
50	60	3348	1034.12	1528.58	2212.14	2587.17
60	60	3460.18	1070.7	1579.43	2292.65	2675.22
70	60	3574.24	1108.01	1631.02	2375.29	2764.41
80	60	3687.55	1145.12	1682.15	2457.16	2852.87
90	60	3783.93	1176.38	1725.63	2521.71	2928.93
100	60	3895.51	1212.67	1775.77	2598.25	3016.39
110	60	3983.81	1241.33	1815.56	2658.52	3086.22
120	60	4068.61	1268.81	1853.84	2715.98	3153.62
130	60	4191.23	1308.97	1907.94	2801.77	3247.47
140	60	4310	1348.05	1960.49	2886.77	3338.43
150	60	4442.94	1390.13	2017.64	2958.37	3439.99
160	60	4559.16	1428.98	2069.81	3051.35	3529.38
170	60	4572.1	1432.11	2076.38	3056.48	3544.58
180	60	4603.78	1442.3	2093.14	3069.52	3573.88
190	60	4696.69	1473.55	2135.6	3148.57	3646.48
200	60	4822.19	1513.13	2188.6	3219.5	3741.49
210	60	4942.7	1552.35	2240.76	3304.15	3832.83
220	60	5067.21	1592.54	2294.16	3389.38	3927.06
230	60	5195.24	1634.91	2350.11	3491.77	4023.9
240	60	5374.69	1692.53	2427.94	3611.57	4162.84
250	60	5459.52	1719.93	2465.12	3673.41	4229.21
260	60	5618.84	1766.22	2528.79	3744.75	4351.56
270	60	5596.23	1758.66	2518.61	3728.53	4334.3
280	60	5508.07	1730.06	2480.22	3667.13	4266.84
290	60	5271.93	1656.83	2379.86	3527.32	4083.61
300	60	5039.86	1583.19	2280.45	3378.68	3905.47
310	60	4818.17	1511.21	2183.42	3222.18	3734.54
320	60	4568.68	1431.15	2075.52	3055.35	3543.04
330	60	4394.87	1374.47	1999.6	2931.16	3410.19
340	60	4297.56	1342.72	1957.63	2865.09	3337.05
350	60	4139.55	1291.47	1889.54	2758.96	3218.02
360	60	3957.31	1232.13	1808.49	2630.81	3075.86
370	60	4035.19	1257.89	1838.98	2693.12	3128.11
380	60	3913.92	1219.46	1786.42	2628.37	3034.8
390	60	3829.49	1190.26	1746.47	2548.4	2967.53
400	60	3723.46	1155.71	1699.15	2475.21	2885.14
410	60	3712.02	1152.82	1693.84	2470.67	2873.33
420	60	3540.41	1097.49	1617.85	2359.59	2740.99
430	60	3448.86	1067.41	1575.35	2290.22	2667.51
440	60	3358.7	1037.88	1533.39	2222.36	2594.87
450	60	3272.01	1009.65	1492.93	2158.36	2524.61
460	60	3194.56	984.889	1456.6	2105.46	2460.8
470	60	3110.71	957.64	1417.55	2044.78	2392.75
480	60	3032.89	932.555	1381.3	1990.74	2329.14
490	60	2962.86	910.252	1348.65	1945.14	2271.27
500	60	2902.07	891.231	1320.28	1909.29	2220.24
10	70	3012.98	925.549	1372.05	1972.71	2314.18
20	70	3097.94	953.009	1411.42	2031.8	2383.03
30	70	3139.88	966.992	1434.04	2069.4	2422.31
40	70	3239.87	999.051	1479.54	2136.41	2501.96
50	70	3348.47	1034.24	1528.77	2212.3	2587.49
60	70	3460.38	1070.73	1579.52	2292.63	2675.37
70	70	3574.17	1107.96	1631	2375.11	2764.39
80	70	3687.22	1144.98	1682.04	2456.84	2852.69
90	70	3782.52	1175.86	1725.05	2520.39	2928
100	70	3893	1211.81	1774.65	2596.18	3014.52
110	70	3982.89	1240.98	1815.12	2657.37	3085.55
120	70	4070.85	1269.52	1854.75	2717.2	3155.23
130	70	4193	1309.56	1908.68	2802.83	3248.75
140	70	4312	1348.7	1961.32	2887.78	3339.9
150	70	4438.86	1388.83	2015.9	2956.32	3436.97
160	70	4554	1427.21	2067.48	3047.18	3525.55
170	70	4572.36	1432.2	2076.52	3056.66	3544.84
180	70	4610.45	1444.52	2095.9	3075.25	3578.65
190	70	4702.49	1475.37	2137.9	3152.06	3650.65
200	70	4822.35	1513.19	2188.63	3220.12	3741.58
210	70	4942.31	1552.22	2240.56	3304.17	3832.53
220	70	5065.41	1591.97	2293.41	3388.52	3925.74
230	70	5192.63	1634.08	2349.19	3490.27	4022.38
240	70	5371.69	1691.54	2426.72	3609.7	4160.78
250	70	5450.53	1717.33	2461.82	3669.95	4222.97
260	70	5614.71	1765.03	2527.32	3743.26	4348.8
270	70	5592.73	1757.66	2517.41	3727.34	4332.01
280	70	5504.98	1729.19	2479.18	3666.15	4264.85
290	70	5264.25	1654.67	2377.09	3524.69	4078.28
300	70	5029.07	1580.11	2276.38	3374.84	3897.62
310	70	4811.35	1509.26	2180.82	3219.72	3729.55
320	70	4570.43	1431.66	2076.15	3056.07	3544.22
330	70	4399.34	1375.87	2001.39	2933.87	3413.38
340	70	4304.91	1345.08	1960.54	2869.85	3342.12
350	70	4142.5	1292.45	1890.66	2761.36	3219.87
360	70	3969.69	1236.21	1813.8	2640.47	3085.05
370	70	4028.94	1255.9	1836.44	2689.49	3123.64
380	70	3900.7	1214.99	1780.75	2618.33	3025.42
390	70	3825.11	1188.77	1744.69	2545.05	2964.63
400	70	3719.21	1154.25	1697.37	2471.88	2882.23
410	70	3715.53	1153.96	1695.44	2472.87	2876.06
420	70	3535.6	1096	1615.99	2357.43	2737.7
430	70	3439.34	1064.39	1571.52	2285.01	2660.85
440	70	3344.61	1033.38	1527.65	2214.22	2584.93
450	70	3253.58	1003.76	1485.37	2147.55	2511.53
460	70	3174.52	978.604	1448.39	2094.61	2446.44
470	70	3086.98	950.193	1407.79	2031.83	2375.7
480	70	3005.82	924.064	1370.13	1975.99	2309.62
490	70	2932.86	900.861	1336.25	1928.94	2249.54
500	70	2869.61	881.106	1306.85	1892.05	2196.62
10	80	3011.77	925.199	1371.52	1972.23	2313.18
20	80	3098.92	953.321	1411.76	2032.29	2383.59
30	80	3141.33	967.475	1434.63	2070.42	2423.27
40	80	3241.82	999.668	1480.23	2137.31	2503.11
50	80	3349	1034.4	1528.98	2212.53	2587.84
60	80	3460.59	1070.78	1579.61	2292.66	2675.53
70	80	3574.08	1107.9	1630.98	2374.95	2764.35
80	80	3678.55	1141.95	1678.2	2448.04	2846.46
90	80	3781.61	1175.51	1724.65	2519.36	2927.39
100	80	3882.88	1208.45	1770.17	2588.73	3006.89
110	80	3986.67	1242.18	1816.7	2659.39	3088.3
120	80	4074.83	1270.79	1856.35	2719.33	3158.03
130	80	4195.06	1310.23	1909.54	2804.05	3250.24
140	80	4303.47	1344.73	1956.53	2869.26	3333.63
150	80	4412.52	1380.03	2004.31	2941.33	3417.49
160	80	4541.8	1422.24	2061.23	3025.68	3516.55
170	80	4572.67	1432.3	2076.68	3056.84	3545.14
180	80	4602.02	1442.7	2093.66	3084.18	3573.24
190	80	4734.57	1485.65	2150.72	3171.75	3673.5
200	80	4841.33	1520.14	2197.12	3242.64	3755.14
210	80	4941.79	1552.04	2240.3	3304.19	3832.15
220	80	5062.18	1590.96	2292.1	3387.02	3923.43
230	80	5221.24	1642.9	2361.67	3503.19	4045.64
240	80	5342.27	1682.36	2414.85	3592.65	4139.51
250	80	5443.93	1715.25	2459.25	3666.26	4218.48
260	80	5501.17	1733.58	2484.34	3706.97	4263.74
270	80	5585.67	1755.61	2514.82	3724.63	4327.15
280	80	5429.18	1707.98	2449.7	3639.1	4206.97
290	80	5255.79	1652.21	2373.96	3521.37	4072.39
300	80	5044.85	1584.23	2281.99	3376.71	3909.32
310	80	4804.89	1507.38	2178.34	3217.17	3724.86
320	80	4572.56	1432.29	2076.92	3056.95	3545.65
330	80	4434.61	1387.37	2016.84	2960.1	3440.39
340	80	4312.42	1347.5	1963.49	2874.71	3347.24
350	80	4204.42	1312.15	1916.06	2799.32	3264.71
360	80	4035.31	1257.58	1843.42	2689.35	3137.37
370	80	4024.77	1254.57	1834.78	2687.17	3120.71
380	80	3929.15	1222.74	1791.3	2617.31	3045.86
390	80	3822.48	1187.88	1743.68	2543.1	2962.98
400	80	3717.76	1153.71	1696.77	2470.3	2881.33
410	80	3614.8	1120.21	1650.5	2399	2800.7
420	80	3532.65	1095.09	1614.85	2356.11	2735.68
430	80	3432.08	1062.08	1568.59	2280.93	2655.77
440	80	3333.15	1029.72	1522.97	2207.52	2576.85
450	80	3238.13	998.82	1479.04	2138.44	2500.6
460	80	3149.18	970.149	1437.79	2076.02	2428.57
470	80	3066.54	943.777	1399.4	2020.71	2361.06
480	80	2982.32	916.698	1360.47	1963.26	2292.73
490	80	2906.67	892.673	1325.47	1914.93	2230.65
500	80	2841.15	872.243	1295.13	1877.1	2176.01
10	90	3007.97	924.068	1369.99	1970.7	2310.38
20	90	3097.08	952.782	1411.01	2031.59	2382.19
30	90	3142.69	967.931	1435.16	2071.34	2424.14
40	90	3242.6	999.916	1480.53	2137.75	2503.61
50	90	3349.48	1034.54	1529.16	2212.77	2588.15
60	90	3460.79	1070.83	1579.69	2292.71	2675.66
70	90	3573.98	1107.86	1630.94	2374.82	2764.3
80	90	3678.12	1141.77	1678.01	2447.5	2846.17
90	90	3781.21	1175.32	1724.43	2518.61	2927.1
100	90	3882.82	1208.37	1770.07	2588.07	3006.82
110	90	3988.63	1242.75	1817.4	2659.93	3089.58
120	90	4080.16	1272.48	1858.48	2722.16	3161.76
130	90	4197.25	1310.94	1910.44	2805.32	3251.82
140	90	4297.53	1342.91	1954.22	2866.96	3329.58
150	90	4405.07	1377.69	2001.4	2937.94	3412.44
160	90	4531.48	1418.92	2056.98	3020.59	3509.27
170	90	4573.03	1432.41	2076.86	3057.03	3545.48
180	90	4614.14	1446.46	2098.34	3090.65	3581.78
190	90	4744.44	1488.66	2154.43	3176.7	3680.34
200	90	4849.96	1522.74	2200.35	3246.57	3761.16
210	90	4941.23	1551.85	2240.02	3304.25	3831.74
220	90	5057.83	1589.59	2290.35	3385.01	3920.35
230	90	5226.44	1643.77	2362.95	3500.98	4049.33
240	90	5340.6	1681.45	2413.83	3589.2	4138.44
250	90	5440.44	1713.91	2457.68	3662.75	4216.17
260	90	5496.94	1732.14	2482.63	3703.91	4260.96
270	90	5576.62	1752.96	2511.44	3721.04	4320.81
280	90	5421.95	1705.8	2446.96	3635.8	4201.97
290	90	5247.51	1649.75	2370.82	3517.76	4066.6
300	90	5036.67	1581.82	2278.9	3373.29	3903.56
310	90	4798.98	1505.62	2176.04	3214.58	3720.59
320	90	4574.69	1432.91	2077.69	3057.82	3547.07
330	90	4438.53	1388.61	2018.35	2962.51	3443.04
340	90	4319.65	1349.82	1966.32	2879.44	3352.12
350	90	4214.78	1315.51	1920.14	2806.24	3271.71
360	90	4044.49	1260.59	1847.06	2695.93	3143.56
370	90	4022.93	1254	1834.11	2686.27	3119.5
380	90	3928.31	1222.46	1791.09	2616.65	3045.55
390	90	3821.8	1187.66	1743.52	2542.71	2962.73
400	90	3716.96	1153.45	1696.53	2469.91	2880.92
410	90	3614.59	1120.13	1650.43	2398.8	2800.59
420	90	3531.66	1094.79	1614.47	2355.66	2735
430	90	3427.24	1060.53	1566.63	2278.07	2652.38
440	90	3324.57	1026.96	1519.47	2202.37	2570.82
450	90	3225.99	994.928	1474.06	2131.18	2492.02
460	90	3133.74	965.215	1431.45	2066.92	2417.62
470	90	3049.8	938.525	1392.55	2011.61	2349.1
480	90	2962.86	910.606	1352.5	1952.79	2278.79
490	90	2884.81	885.849	1316.51	1903.35	2214.94
500	90	2817.26	864.814	1285.33	1864.7	2158.77
10	100	3001.91	922.261	1367.59	1968.25	2306.04
20	100	3092.78	951.499	1409.31	2029.86	2379.11
30	100	3143.83	968.315	1435.59	2072.09	2424.85
40	100	3243.2	1000.11	1480.76	2138.1	2503.98
50	100	3349.86	1034.66	1529.31	2212.97	2588.39
60	100	3460.93	1070.87	1579.74	2292.76	2675.75
70	100	3573.9	1107.82	1630.91	2374.73	2764.24
80	100	3678.02	1141.7	1677.93	2447.15	2846.08
90	100	3781.29	1175.3	1724.4	2518.16	2927.12
100	100	3883.35	1208.47	1770.19	2587.74	3007.11
110	100	3991.56	1243.63	1818.47	2660.99	3091.5
120	100	4086.36	1274.45	1860.95	2725.43	3166.08
130	100	4199.36	1311.62	1911.31	2806.49	3253.35
140	100	4291.09	1340.94	1951.75	2864.61	3325.22
150	100	4397.17	1375.24	1998.34	2934.57	3407.12
160	100	4519.48	1415.07	2052.07	3014.76	3500.86
170	100	4573.4	1432.52	2077.05	3057.21	3545.84
180	100	4627.77	1450.68	2103.58	3097.71	3591.35
190	100	4754.74	1491.78	2158.29	3181.6	3687.47
200	100	4859.18	1525.5	2203.79	3250.59	3767.57
210	100	4940.74	1551.68	2239.77	3304.41	3831.38
220	100	5052.75	1588.01	2288.32	3382.69	3916.77
230	100	5234.12	1645.23	2365.01	3498.89	4054.72
240	100	5342.25	1681.39	2413.93	3586.29	4139.69
250	100	5440.4	1713.45	2457.26	3659.78	4216.26
260	100	5496.08	1731.55	2482.03	3701.34	4260.52
270	100	5567.02	1750.14	2507.79	3717.12	4313.99
280	100	5415.63	1703.81	2444.45	3632.44	4197.53
290	100	5240.22	1647.51	2367.98	3514.21	4061.46
300	100	5029.46	1579.65	2276.11	3370.02	3898.46
310	100	4793.72	1504.02	2173.95	3212.03	3716.77
320	100	4576.49	1433.44	2078.33	3058.56	3548.28
330	100	4442.05	1389.74	2019.71	2964.74	3445.41
340	100	4326.2	1351.95	1968.89	2883.87	3356.52
350	100	4224.21	1318.59	1923.86	2812.76	3278.04
360	100	4056.07	1264.39	1851.7	2704.1	3151.47
370	100	4023.59	1254.23	1834.48	2686.89	3120.11
